csi_data
"[15, 18, 19, 17, 18, 16, 18, 17, 20, 18, 19, 19, 14, 16, 17, 18, 18, 21, 20, 18, 14, 17, 18, 17, 17, 14, 17, 16, 20, 17, 16, 18, 12, 15, 16, 17, 16, 19, 18, 16, 13, 15, 16, 15, 15, 14, 15, 15, 18, 15, 16, 15, 13, 13, 14, 15, 14, 17, 16, 15, 14, 17, 16, 17, 16, 15, 16, 15, 19, 16, 17, 16, 13, 14, 15, 17, 16, 18, 17, 16, 12, 14, 15, 14, 14, 13, 14, 14, 17, 14, 15, 13, 10, 12, 13, 14, 13, 17, 14, 14, 'hello']"
