type,role,mac,rssi,rate,sig_mode,mcs,bandwidth,smoothing,not_sounding,aggregation,stbc,fec_coding,sgi,noise_floor,ampdu_cnt,channel,secondary_channel,local_timestamp,ant,sig_len,rx_state,real_time_set,real_timestamp,len,CSI_DATA
CSI_DATA,AP,A4:CF:12:24:A1:20,-54,11,1,7,1,1,1,0,0,0,1,-95,0,6,1,3315771,0,82,0,0,3.46941,384,[82 -96 4 0 0 0 0 0 0 0 0 0 -6 -24 -5 -25 -4 -25 -4 -25 -3 -25 -2 -24 -2 -24 -1 -24 -1 -23 -1 -24 0 -23 0 -22 0 -22 1 -22 0 -22 0 -21 0 -21 0 -20 1 -20 0 -20 0 -20 0 -19 -1 -19 -1 -19 0 -18 -1 -18 0 0 -2 -17 -2 -17 -2 -17 -3 -17 -2 -17 -3 -17 -3 -16 -4 -16 -4 -15 -5 -16 -5 -15 -5 -16 -5 -15 -6 -15 -6 -15 -7 -15 -6 -15 -7 -15 -8 -14 -8 -15 -8 -14 -8 -14 -8 -14 -9 -14 -9 -13 -9 -13 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,A4:CF:12:24:A1:20,-54,11,1,7,1,1,1,1,0,0,1,-95,1,6,1,3368302,0,122,0,0,3.52189,384,[122 32 7 0 0 0 0 0 0 0 0 0 -25 -3 -24 -3 -25 -4 -24 -4 -24 -5 -23 -6 -23 -6 -22 -7 -22 -8 -22 -7 -21 -8 -21 -8 -20 -8 -21 -8 -20 -8 -20 -8 -19 -8 -19 -9 -18 -7 -19 -8 -18 -8 -18 -7 -18 -7 -18 -7 -17 -6 -17 -6 0 0 -17 -5 -17 -6 -16 -5 -17 -5 -16 -4 -16 -4 -16 -3 -16 -3 -16 -4 -17 -3 -16 -2 -16 -2 -16 -2 -16 -1 -17 -1 -17 -1 -17 0 -16 -1 -17 0 -17 0 -16 0 -17 1 -17 1 -17 2 -16 2 -16 1 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,A4:CF:12:24:A1:20,-54,11,1,7,1,1,1,1,0,0,1,-95,1,6,1,3469682,0,122,0,0,3.62335,384,[122 32 7 0 0 0 0 0 0 0 0 0 22 11 21 11 20 12 20 12 20 13 19 13 18 14 17 14 17 14 16 14 16 14 16 15 15 14 15 15 15 14 14 14 14 13 14 13 13 13 13 13 13 13 13 12 13 12 13 12 12 11 13 11 0 0 12 10 13 10 13 10 13 10 12 9 13 9 12 8 13 8 13 8 13 8 13 7 13 7 13 7 14 6 14 6 15 6 14 5 14 6 15 5 15 5 14 5 14 5 14 5 15 4 15 4 15 4 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,A4:CF:12:24:A1:20,-53,11,1,7,1,1,1,1,0,0,1,-95,1,6,1,3570726,0,122,0,0,3.72435,384,[122 32 7 0 0 0 0 0 0 0 0 0 -5 -26 -4 -25 -3 -26 -2 -25 -1 -25 -1 -25 -1 -24 -1 -24 0 -24 1 -24 2 -23 2 -23 2 -22 3 -22 3 -22 2 -22 2 -21 2 -21 2 -21 2 -20 2 -20 2 -20 2 -19 2 -19 2 -18 1 -18 0 0 1 -18 0 -18 0 -18 0 -17 0 -17 -1 -17 -1 -17 -2 -17 -2 -16 -2 -16 -2 -16 -2 -17 -2 -17 -3 -16 -4 -16 -4 -16 -5 -17 -5 -16 -5 -16 -6 -16 -6 -16 -6 -16 -5 -16 -6 -16 -6 -15 -6 -15 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,A4:CF:12:24:A1:20,-53,11,1,7,1,1,1,1,0,0,1,-95,1,6,1,3671673,0,122,0,0,3.82532,384,[122 32 7 0 0 0 0 0 0 0 0 0 -14 22 -15 21 -15 20 -15 20 -16 20 -16 18 -16 18 -17 17 -16 17 -18 17 -16 15 -17 15 -17 15 -17 15 -17 14 -17 14 -16 14 -16 14 -16 13 -15 13 -15 13 -14 13 -15 12 -14 12 -14 12 -13 12 0 0 -13 12 -12 13 -11 12 -12 13 -11 13 -11 13 -10 13 -10 14 -10 13 -10 14 -9 13 -9 14 -9 14 -8 14 -8 14 -8 14 -7 15 -7 14 -7 14 -7 14 -7 15 -6 16 -6 16 -6 15 -6 15 -5 15 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,A4:CF:12:24:A1:20,-54,11,1,7,1,1,1,1,0,0,1,-95,1,6,1,3772766,0,122,0,0,3.9264,384,[122 32 7 0 0 0 0 0 0 0 0 0 11 -18 11 -17 12 -17 12 -17 12 -16 13 -15 13 -15 13 -14 13 -14 13 -14 13 -13 13 -12 13 -12 13 -12 13 -12 12 -12 12 -11 12 -12 12 -12 11 -11 11 -11 11 -12 11 -10 10 -11 11 -11 10 -11 0 0 9 -11 9 -11 9 -11 8 -11 8 -11 8 -12 7 -12 7 -12 7 -11 7 -12 6 -11 6 -12 6 -12 6 -12 5 -12 5 -13 5 -13 5 -13 4 -13 4 -13 4 -13 3 -14 4 -14 4 -14 3 -13 3 -13 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,A4:CF:12:24:A1:20,-53,11,1,7,1,1,1,1,0,0,1,-95,1,6,1,3873725,0,122,0,0,4.02739,384,[122 32 7 0 0 0 0 0 0 0 0 0 -18 18 -18 16 -20 17 -19 16 -21 16 -19 14 -20 13 -20 13 -21 12 -21 12 -20 11 -20 10 -20 10 -20 10 -20 10 -20 9 -18 9 -18 9 -18 9 -18 9 -17 9 -17 9 -18 8 -17 9 -16 9 -16 8 0 0 -15 8 -15 10 -14 9 -15 9 -14 9 -14 10 -13 10 -13 10 -13 10 -13 11 -12 10 -12 11 -12 12 -11 12 -12 11 -11 11 -11 13 -10 12 -10 12 -11 12 -10 12 -10 13 -10 13 -10 14 -9 13 -9 13 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,A4:CF:12:24:A1:20,-54,11,1,7,1,1,1,1,0,0,1,-95,1,6,1,3974726,0,122,0,0,4.12836,384,[122 32 7 0 0 0 0 0 0 0 0 0 -18 10 -18 10 -19 9 -19 9 -19 8 -19 7 -18 6 -19 6 -19 5 -19 6 -18 5 -18 5 -18 5 -18 5 -17 4 -17 4 -17 4 -17 4 -17 4 -16 4 -16 4 -16 4 -16 4 -15 4 -15 4 -15 4 0 0 -14 5 -14 5 -13 5 -13 5 -13 6 -13 6 -13 6 -12 6 -12 6 -13 7 -12 7 -12 7 -11 8 -11 8 -11 8 -11 8 -11 8 -11 8 -11 9 -11 9 -11 9 -10 10 -10 10 -10 10 -10 10 -10 10 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,A4:CF:12:24:A1:20,-53,11,1,7,1,1,1,1,0,0,1,-95,1,6,1,4075800,0,122,0,0,4.22942,384,[122 32 7 0 0 0 0 0 0 0 0 0 8 25 6 23 5 25 5 24 4 25 3 24 3 24 2 24 1 23 1 24 1 23 0 23 0 22 0 22 -1 21 -1 22 0 20 0 21 -1 20 -1 20 -1 19 -1 19 0 19 0 18 0 18 0 17 0 0 1 17 1 18 1 17 2 17 2 16 2 16 2 16 3 16 3 15 3 16 4 16 4 16 4 15 4 15 5 15 5 15 5 15 6 14 6 14 6 14 6 15 6 14 7 15 7 14 7 13 7 13 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,A4:CF:12:24:A1:20,-54,11,1,7,1,1,1,1,0,0,1,-95,1,6,1,4176693,0,122,0,0,4.33038,384,[122 32 7 0 0 0 0 0 0 0 0 0 10 -18 11 -17 11 -17 12 -16 12 -16 13 -15 13 -14 13 -14 13 -13 13 -13 13 -13 13 -12 13 -13 13 -12 13 -12 13 -11 13 -11 12 -11 12 -11 12 -11 12 -11 12 -11 12 -10 11 -11 11 -11 11 -11 0 0 10 -10 10 -10 10 -11 9 -10 9 -11 9 -11 9 -11 8 -11 8 -11 8 -11 7 -11 7 -12 7 -12 7 -12 6 -12 7 -12 6 -13 6 -13 6 -12 6 -12 6 -12 5 -13 5 -13 5 -14 5 -13 4 -13 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,A4:CF:12:24:A1:20,-54,11,1,7,1,1,1,1,0,0,1,-95,1,6,1,4277801,0,122,0,0,4.43141,384,[122 32 7 0 0 0 0 0 0 0 0 0 -7 -24 -6 -24 -5 -24 -5 -24 -4 -24 -3 -24 -3 -23 -2 -23 -2 -23 -1 -23 -2 -23 -1 -22 -1 -22 -1 -22 0 -22 0 -21 0 -21 -1 -20 0 -20 0 -20 0 -20 0 -19 -1 -19 -1 -18 -1 -18 -2 -18 0 0 -2 -17 -2 -17 -2 -17 -3 -16 -3 -16 -3 -16 -4 -16 -4 -16 -4 -16 -5 -16 -5 -15 -5 -15 -6 -16 -6 -16 -6 -15 -7 -15 -7 -15 -8 -15 -7 -14 -8 -14 -8 -14 -8 -14 -8 -14 -8 -14 -9 -13 -9 -13 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,A4:CF:12:24:A1:20,-54,11,1,7,1,1,1,0,0,0,1,-95,0,6,1,4315645,0,82,0,0,4.46928,384,[82 -96 4 0 0 0 0 0 0 0 0 0 -21 -17 -20 -18 -20 -18 -19 -18 -18 -19 -18 -20 -16 -20 -16 -20 -15 -20 -15 -20 -15 -20 -14 -20 -14 -19 -13 -19 -13 -20 -13 -19 -12 -19 -12 -18 -12 -19 -11 -18 -11 -18 -11 -17 -12 -17 -12 -16 -11 -16 -12 -16 0 0 -12 -15 -11 -15 -12 -14 -12 -14 -12 -14 -12 -14 -12 -13 -12 -13 -12 -13 -13 -12 -13 -12 -13 -11 -14 -11 -14 -11 -14 -11 -14 -10 -14 -10 -15 -10 -15 -10 -15 -10 -15 -10 -14 -10 -15 -9 -15 -9 -15 -8 -16 -8 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,A4:CF:12:24:A1:20,-54,11,1,7,1,1,1,1,0,0,1,-95,1,6,1,4378299,0,122,0,0,4.53186,384,[122 32 7 0 0 0 0 0 0 0 0 0 -26 1 -26 0 -25 -1 -25 -2 -25 -3 -25 -3 -23 -4 -24 -4 -23 -5 -23 -4 -22 -5 -22 -6 -22 -5 -21 -5 -21 -6 -20 -6 -21 -6 -20 -6 -20 -6 -19 -6 -19 -5 -18 -5 -18 -4 -18 -4 -18 -4 -18 -4 0 0 -17 -3 -17 -3 -17 -3 -17 -3 -16 -2 -16 -2 -16 -2 -17 -1 -17 -1 -16 0 -16 0 -16 1 -16 1 -16 1 -16 1 -16 1 -15 2 -16 2 -16 2 -16 2 -16 3 -16 3 -16 3 -16 4 -16 4 -16 4 0 0 0 0 0 0 0 0 0 0 ]
